hilane,	हिलाने,	हिलने
tyohar,	त्योहार,	त्यौहार
sapat,	सपत,	सपाट
praathmikata,	प्राथमिकता,	प्राथमिकता
surinaam,	सुरीनाम,	सूरीनाम
dikhla,	दिखला,	दिखला
lives,	लिव्स,	लाइव्स
jangadnaa,	जंगदना,	जनगणना
acapulco,	एकापुल्को,	अकापुल्को
pulse,	पुलसे,	पल्स
baljit,	बल्जीत,	बलजीत
sankhyaen,	संख्याएं,	संख्याएं
dhandhon,	ढांधों,	धंधों
ishak,	इश्क,	इशाक
liberation,	लिबरेशन,	लिब्रेशन
aalha,	आल्हा,	आल्हा
kasarat,	कसरत,	कसरत
saleeb,	सलीब,	सलीब
font,	फॉंट,	फॉन्ट
tyoharon,	त्योहारों,	त्यौहारों
mezbaan,	मेजबान,	मेज़बान
trubyunal,	ट्रिब्यूनल,	ट्रिब्यूनल
talbagar,	तलबागर,	तलबगार
engineer,	इंजीनियर,	इंजिनियर
jhalkati,	झलकती,	झलकती
aapadaaaen,	आपदाएं,	आपदाएं
doonarpur,	दूनारपुर,	डूंगरपुर
eddy,	एडी,	एड्डी
anik,	अनिक,	अनिक
vishwasaniyata,	विश्वसानीयता,	विश्वसनीयता
privacy,	प्रिवेसी,	प्राइवेसी
jeneva,	जेनेवा,	जिनीवा
bhutal,	भूतल,	भूतल
barahamasi,	बारहमासी,	बारहमासी
singhi,	सिंही,	सिंघी
samaadhaan,	समाधान,	समाधान
fulaaye,	फुलाए,	फुलाए
mejabani,	मेजबनी,	मेजबानी
juraab,	जुराब,	जुराब
brock,	ब्रॉक,	ब्रोक
mhapran,	महाप्रण,	महाप्राण
vash,	वाश,	वश
want,	वंट,	वांट
uda,	उड़ा,	उदा
devisingh,	डेविसिंह,	देवीसिंह
guthalidar,	गुथलीदार,	गुठलीदार
istife,	इस्टाइफ,	इस्तीफे
lenevali,	लेनेवाली,	लेनेवाली
avishvasniy,	अविश्वस्नीय,	अविश्वसनीय
bag,	बाग,	बीएजी
bhooli,	भूली,	भूली
mahagranth,	महागृंत,	महाग्रंथ
taras,	तरस,	तरस
tiron,	तिरों,	तीरों
trebal,	ट्रेबल,	ट्रेबल
sametati,	समेटती,	समेटती
prakshepak,	प्रक्षेपक,	प्रक्षेपक
pastry,	पास्ट्री,	पेस्ट्री
forcee,	फॉर्सी,	फारसी
palmonari,	पलमोनारी,	पल्मोनरी
doordarshan,	दूरदर्शन,	दूरदर्शन
jhankna,	झंकना,	झांकना
vidhansabhaen,	विधानसभाएं,	विधानसभाएं
prativadi,	प्रतिवादी,	प्रतिवादी
basava,	बसवा,	बसावा
rental,	रेंटल,	रेंटल
dhiryawaan,	धीर्यवान,	धैर्यवान
tirthatan,	तीर्थटन,	तीर्थाटन
mhantam,	महानतम,	महानतम
lagnevaaley,	लगनेवाले,	लगनेवाले
gajipur,	गजीपुर,	गाजीपुर
uplakshay,	उपलाक्षय,	उपलक्ष्य
vineet,	विनीत,	विनीत
ballistic,	बेलिस्टिक,	बैलिस्टिक
flynn,	फ्लाइन,	फ्लिन
kabren,	कब्रें,	कब्रें
lebalon,	लेबलों,	लेबलों
mithilanchal,	मिथिलंघल,	मिथिलांचल
rovan,	रोवान,	रोवन
pehnate,	पहनाते,	पहनता
mahamantra,	महामंत्र,	महामंत्र
mates,	मेट्स,	मेट्स
avrodhak,	अवरोधक,	अवरोधक
vigyani,	विज्ञानी,	विज्ञानी
retweet,	रेटवीट,	रीट्वीट
gene,	गेने,	जैने
kagaz,	कागज,	कागज़
shanghai,	शांघाई,	शंघाई
bakuu,	बकु,	बाकू
dikhayin,	दिखाएं,	दिखाईं
jatakon,	जटकों,	जातकों
venezuela,	वेनीजुएला,	वेनेजुएला
seto,	सेटो,	सेटो
theaters,	थीएटर्स,	थिएटर्स
introduction,	इंट्रोडक्शन,	इंट्रोडक्शन
greist,	ग्रेस्ट,	ग्रीस्ट
nagrik,	नागरिक,	नागारिक
rojvelt,	रॉजवेल्ट,	रुजवेल्ट
lakshy,	लक्ष्य,	लक्ष्य
eliminator,	एलिमिनेटर,	एलिमिनेटर
pooranpur,	पूरानपुर,	पूरनपुर
pages,	पेज्स,	पेजेज
barhad,	बारहाड,	बरहद
attahasa,	अत्ताहासा,	अट्टहास
chhallaa,	छल्ला,	छल्ला
tivolee,	तिवोली,	टिवोली
sfurti,	स्फूर्ति,	स्फूर्ति
gae,	गाई,	गए
agnat,	अज्ञात,	अज्ञात
tapmanon,	तप्मानों,	तापमानों
rajinama,	राजीनमा,	राजीनामा
bhariy,	भारीय,	भारीय
bhumi,	भूमि,	भूमी
convocation,	कंवोक्शन,	कन्वोकेशन
skootaron,	स्कूटरों,	स्कूटरों
nitiyon,	नीतियों,	नितियों
prabodhini,	प्रबोधिनी,	प्रबोधिनी
kaldvel,	काल्डवेल,	काल्डवेल
veronica,	वेरोनिका,	वेरोनिका
chandana,	चंदना,	चंदन
pipra,	पिपरा,	पिपरा
koling,	कोलिंग,	कोलिंग
laundry,	लॉन्््र,	लॉन्ड्री
chamakna,	चमकना,	चमकना
launcher,	लान्चर,	लांचर
vlad,	व्लाद,	व्लाद
suljhai,	सुलझाई,	सुलझाई
langar,	लंगर,	लंगर
zarakh,	जरख,	जरख
mezabani,	मेजबनी,	मेजबानी
khajraana,	खजराना,	खजराना
junoon,	जूनूं,	जुनून
duak,	दुक,	ड्यूक
rasyanik,	रस्यनिक,	रसायनिक
utpan,	उत्पान,	उत्पन
siyah,	सियाह,	सियाह
kanthhar,	कंठहर,	कंठहार
singaar,	सिंगार,	सिंगार
sparivar,	स्परिवार,	सपरिवार
tughlaqabad,	तुलकाकाबाद,	तुगलकाबाद
aalsi,	आलसी,	आलसी
vibha,	विभा,	विभा
chhati,	छती,	छाती
james,	जेम्स,	जेम्स
prahlad,	प्रहलाद,	प्रहलाद
neet,	नीत,	नीट
punjabiyon,	पुंजबियों,	पंजाबियों
bavji,	बावजी,	बावजी
sabhyata,	सभ्यता,	सभ्यता
kural,	कुरल,	कुराल
khariya,	खरीय,	खरिया
amdi,	आमडी,	आमदी
veerchand,	वीरचंद,	वीरचंद
laurens,	लॉरेंस,	लौरेंस
recer,	रेसर,	रेसर
deeya,	दीय,	दीया
tribunal,	त्रिबुनल,	ट्रिब्यूनल
sendha,	सेंधा,	सेंधा
mahkane,	महकाने,	महकने
haalchal,	हालचाल,	हालचाल
vesle,	वेसले,	वेस्ले
beni,	बेनी,	बैनी
jokhim,	जोखीम,	जोखिम
sheershakon,	शीरकषों,	शीर्षकों
baksi,	बकसी,	बक्सी
follow,	फोलो,	फ़ॉलो
jiyo,	जियो,	जीयो
frost,	फ्रॉस्ट,	फ्रॉस्ट
khoya,	खोया,	खोया
ulate,	उलते,	उलटे
saptari,	सप्तरी,	सप्तरी
bule,	बुले,	बुले
pengolin,	पेंगोलिन,	पैंगोलिन
association,	एसोसिएशन,	एसोसिएशन
suiyan,	सुइयां,	सूइयां
kiliyan,	किलियां,	किलियन
swiftlate,	स्वीफ्लेट,	स्विफ्टलेट
dyeyvadi,	द्येयवादी,	ध्येयवादी
bokaro,	बोकरो,	बोकारो
rasaayanon,	रसायनों,	रसायनों
udakishuganj,	उदाकिषगंज,	उदाकिशुनगंज
higman,	हिग्मान,	हाइमन
simtataa,	सिमताता,	सिमटता
mang,	मंग,	मांग
alagavavadi,	अलागवावादी,	अलगाववादी
saathsaath,	साठसाथ,	साथसाथ
marrej,	मैरेज,	मैरेज
parishad,	परिशद,	परिषद
owem,	ओवम,	ओवम
dang,	डांग,	दंग
amanth,	अमांथ,	अमानत
brahmlin,	ब्रा्मल्लिन,	ब्रह्मलीन
brahmalin,	ब्राह्मलिन,	ब्रह्मलीन
anyaya,	अन्याय,	अन्याय
vesh,	वेश,	वेश
pide,	पीढ़े,	पाइड
churcha,	चर्चा,	चर्चा
ia,	आईए,	ईए
stress,	स्ट्रेस,	स्ट्रास
trabal,	ट्रेबल,	ट्रेबल
bisawan,	बीसवन,	बीसवां
beem,	बीम,	बीम
savaal,	सवाल,	सवाल
scootaron,	स्कूटरों,	स्कूटरों
zalzale,	जल्जाले,	ज़लज़ले
lapetne,	लपपतेन,	लपेटने
usi,	उसी,	उसी
gomke,	गोमके,	गोमके
bipin,	बिपिन,	बिपिन
julaahon,	जुलाहों,	जुलाहों
nirbadh,	निर्बाध,	निर्बाध
aavriti,	आवृति,	आवृत्ति
main,	मैन,	मैन
jitod,	जितोड़,	जीतोड़
britain,	ब्रिटेन,	ब्रिटेन
chaurai,	चौराई,	चौरई
pehni,	पहनी,	पहनी
girijaghar,	गिरीजाघर,	गिरजाघर
karachana,	कराचना,	करछना
supachya,	सुपच्य,	सुपाच्य
angarh,	अंगढ़,	अनगढ़
menu,	मेनू,	मेनू
tremasik,	ट्रेमासिक,	त्रैमासिक
pythogaras,	पिथोगारस,	पाइथागोरस
kanindham,	कानिंधम,	कनिंघम
chidchidapan,	चिड़चिड़पान,	चिडचिडापन
